,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
0,1,167001,平安鼎泰混合(LOF),2021-11-12,2.2680,2.2680,0.12,2.06,9.07,7.32,78.04,96.50,196.47,266.10,68.64,126.80,96.0581,0.15%
1,2,167002,平安鼎越混合(LOF),2021-11-12,3.1435,3.1435,0.09,2.84,10.12,8.34,73.58,91.75,193.29,285.66,64.94,214.35,91.3152,0.15%
2,3,501057,汇添富中证新能源汽车A,2021-11-15,3.2623,3.2623,-3.49,-4.78,3.64,2.41,61.13,81.93,284.71,300.68,52.66,226.23,88.3959,0.12%
3,4,160634,鹏华中证环保产业指数(LOF),2021-11-12,1.8460,1.3150,0.71,2.56,12.15,11.61,61.08,81.51,166.93,178.07,57.51,40.65,80.9804,0.12%
4,5,501058,汇添富中证新能源汽车C,2021-11-15,3.2304,3.2304,-3.49,-4.78,3.62,2.34,60.92,81.47,282.79,297.69,52.33,223.04,87.9288,0.00%
5,6,163114,申万菱信中证环保产业指数(LOF)A,2021-11-12,1.8975,3.1777,0.67,2.58,11.97,11.43,58.52,84.03,183.51,204.36,58.63,176.85,83.5461,0.12%
6,7,164905,交银国证新能源指数(LOF)A,2021-11-15,1.6524,,-3.34,-4.01,3.26,6.94,56.36,66.24,188.37,185.73,45.91,73.55,71.2927,0.12%
7,8,161028,富国中证新能源汽车指数(LOF)A,2021-11-15,1.5770,1.6580,-3.49,-4.83,3.21,2.80,56.14,76.63,264.98,297.98,48.63,140.44,83.6895,0.12%
8,9,160643,鹏华空天军工指数(LOF)A,2021-11-12,1.8447,1.8447,3.76,8.23,23.66,10.65,55.79,52.61,132.83,152.98,17.05,84.47,48.1092,0.12%
9,10,160805,长盛同智优势混合(LOF),2021-11-12,1.75,3.3806,0.50,2.69,14.15,6.85,54.24,61.12,135.61,171.05,44.99,230.60,63.4378,0.15%
10,11,168401,红土转型精选混合(LOF),2021-11-15,3.0783,3.0783,-1.29,1.32,4.17,-5.63,52.85,58.66,144.23,213.95,40.18,207.83,60.7257,0.15%
11,12,160630,鹏华国防A,2021-11-12,1.5510,1.4190,3.61,8.08,21.08,6.74,47.71,46.61,122.39,133.61,12.07,46.27,42.1233,0.12%
12,13,160225,国泰国证新能源汽车指数,2021-11-15,2.4194,2.4194,-3.24,-4,3.20,1.07,46.62,61.41,221.81,230.34,38.77,139.51,66.3207,0.12%
13,14,160421,华安智增精选混合,2021-11-15,3.0044,3.0044,-2.58,-1.89,4.90,2.01,45.37,63.06,137.60,273.50,46.55,200.44,63.9519,0.15%
14,15,163115,申万菱信中证军工指数(LOF),2021-11-12,1.4005,2.2192,3.46,7.56,19.38,8.60,43.71,40.99,103.32,122.76,13.93,99.19,37.5062,0.10%
15,16,501019,国泰国证航天军工指数,2021-11-15,1.5689,1.5689,-1.43,4.61,12.10,7.64,38.63,40.54,104.90,136.35,17.62,56.89,41.8627,0.12%
16,17,165516,信诚周期轮动混合(LOF),2021-11-12,6.3610,7.50,0.66,3.58,10.95,3.73,38.07,68.02,227.44,358.33,40.85,811.68,64.6807,0.15%
17,18,168002,国寿安保策略精选混合(LOF),2021-11-12,2.9115,2.9615,1.03,2.03,16.11,5.83,38.02,29.95,141.36,218.30,16.38,205.19,30.4962,0.15%
18,19,502003,易方达中证军工(LOF)A,2021-11-15,1.6558,1.0558,-1.39,5.58,14.85,7.71,37.93,37.19,120.88,137.44,13.52,9.51,38.9147,0.10%
19,20,161024,富国中证军工指数(LOF)A,2021-11-15,1.3980,1.8740,-1.41,5.51,14.78,7.29,36.52,34.40,91.94,98.72,11.75,112.28,36.1957,0.12%
20,21,161033,富国中证智能汽车(LOF)A,2021-11-15,2.0480,2.0480,0.64,2.50,10.17,7.28,31.79,18.79,83.02,176.01,20.26,104.80,18.0394,0.12%
21,22,165528,信诚鼎利,2021-11-12,1.7180,1.7180,0.47,5.01,16.95,1.12,30.45,25.40,85.93,116.10,12.51,71.80,24.2227,0.15%
22,23,160919,大成产业升级股票(LOF),2021-11-12,3.0230,5.0090,1.92,3.49,12.55,0.40,30.19,40.67,120.50,212.29,27.07,185.43,40.0834,0.15%
23,24,162006,长城久富混合(LOF),2021-11-15,2.6781,5.4079,0.03,2.35,3.01,0.85,29.35,30.73,125.09,166.56,28.08,426.04,29.4931,0.15%
24,25,160642,鹏华增瑞混合(LOF),2021-11-12,2.2627,2.2627,2.60,5.33,11.94,6.43,29.13,39.99,114.72,160.38,31.21,126.27,37.0171,0.15%
25,26,164206,天弘添利债券(LOF)C,2021-11-15,1.7107,2.2040,0.01,2.95,8.29,11.50,28.29,26.85,48.50,54.67,34.78,175.42,26.9199,0.00%
26,27,163209,诺安创业板指数增强(LOF)A,2021-11-15,2.2407,1.8927,-0.51,1.50,3.42,2.24,27.76,39.96,120.30,119.65,20.58,76.60,41.8352,0.12%
27,28,163503,天治核心成长混合(LOF),2021-11-15,0.7841,2.9458,-1.96,-0.91,0.24,0.15,27.66,18.91,75.10,105.69,11.46,371.44,20.9985,0.15%
28,29,161031,富国中证工业4.0指数(LOF),2021-11-15,1.2490,0.8880,-1.42,0.64,6.30,2.29,27.32,25.84,110.32,192.73,17.28,12.84,28.4268,0.12%
29,30,160314,华夏行业混合(LOF),2021-11-12,2.0480,9.8950,1.19,1.14,6.39,2.25,26.89,26.81,101.57,140.66,16.23,221.55,26.2639,0.15%
30,31,161903,万家行业优选混合(LOF),2021-11-12,2.1671,5.7846,-0.73,2.27,8.71,-6.52,23.07,18.53,139.65,299.33,10.95,1114.46,18.3138,0.15%
31,32,163116,申万中证申万电子行业投资指数(LOF)A,2021-11-12,1.1139,1.2988,0.32,2.64,10.44,-1.57,22.35,16.12,81.20,148.54,15.67,29.88,17.2650,0.12%
32,33,165313,建信优势动力混合(LOF),2021-11-12,3.6460,3.6460,0.89,1.56,11.98,3.76,21.98,35.49,129.74,208.46,21.82,264.60,35.3378,0.15%
33,34,160324,华夏磐晟混合(LOF),2021-11-15,2.2517,2.2517,-0.22,1.02,0.12,-0.35,21.26,23.63,114.02,166.25,15.58,125.17,22.9876,0.12%
34,35,502000,西部利得中证500指数增强A,2021-11-12,1.8783,1.1933,0.50,2.06,3.85,1.34,20.51,36.09,113.64,159.29,28.90,28.49,34.4524,0.10%
35,36,168105,九泰泰富灵活配置混合(LOF),2021-11-15,2.2877,2.2877,-0.58,3.43,3.97,2.94,20.34,37.43,113.44,161.18,27.59,128.77,36.8236,0.15%
36,37,161217,国投瑞银中证资源指数,2021-11-15,1.2350,1.2350,-1.98,-3.44,-8.18,-4.19,20.25,55.93,110.03,103.46,39.71,23.50,53.2847,0.12%
37,38,160221,国泰国证有色金属行业指数(LOF),2021-11-15,1.4973,1.0729,-2.32,-3.48,-5.44,-8.73,20.21,56.57,121.36,111.61,35.80,13.52,53.4027,0.00%
38,39,161715,招商大宗商品(LOF),2021-11-15,1.5591,1.6976,-1.81,-1.47,-5.52,-2.45,20.05,46.20,91.44,96.26,38.35,81.48,43.8837,0.12%
39,40,160106,南方高增长混合(LOF),2021-11-15,1.7681,4.6941,-0.97,3.09,4.61,2.52,19.70,24.41,98.57,138.52,17.94,1112.57,25.6095,0.15%
40,41,160813,长盛同盛成长优选(LOF),2021-11-12,1.7380,4.4110,0.52,0.46,7.68,2.36,19.61,29.90,120,151.88,15.71,73.80,29.4118,0.15%
41,42,160610,鹏华动力增长混合(LOF),2021-11-12,1.4610,2.9570,0.55,2.89,10.35,-3.82,19.56,25.42,110.38,164.38,16.04,359.16,27.0598,0.15%
42,43,161037,富国中证高端制造指数增强型,2021-11-15,2.3251,2.3251,-0.84,1.08,3.67,0.85,19.48,26.39,100.11,170.80,17.19,132.51,27.6637,0.12%
43,44,160415,华安量化多因子混合(LOF),2021-11-15,2.0162,1.6422,-1.25,2.83,4.73,1.57,19.07,23.51,68.63,91.18,8.09,73.95,24.5911,0.15%
44,45,168103,九泰锐益混合(LOF),2021-11-15,2.1160,2.1160,-1.26,-1.58,0.09,1.05,18.88,32.91,104.64,148.65,17.88,111.60,33.7703,0.15%
45,46,501032,财通福盛混合发起(LOF),2021-11-15,1.5191,1.5191,-1.64,2.63,3.45,0.68,18.66,42.32,98.19,100.59,31.80,51.91,43.3411,0.15%
46,47,161039,富国中证1000指数增强(LOF)A,2021-11-15,2.06,2.06,-0.67,2.39,1.39,-1.21,17.83,24.78,89.09,121.77,22.96,106,24.5675,0.12%
47,48,165520,信诚中证800有色指数(LOF)A,2021-11-12,1.8541,1.7579,-0.38,2.56,0.88,-4.23,17.80,66.35,144.26,144.28,42.95,102.04,57.8793,0.12%
48,49,160519,博时睿利事件驱动(LOF),2021-11-15,2.1640,2.1640,-1.05,1.36,4.44,2.08,17.16,27.97,89.16,174.62,17.48,116.40,27.5219,0.15%
49,50,160637,鹏华创业板指数(LOF),2021-11-12,1.5020,0.8630,-0.07,2.18,8.68,1.56,17.16,28.70,106.97,149.81,17.80,0.73,28.1513,0.12%
50,51,160223,国泰创业板指数(LOF),2021-11-12,1.6901,1.6901,-0.07,2.17,8.18,1.26,16.83,31.42,111.16,156.85,18.95,68.99,30.6711,0.12%
51,52,160620,鹏华中证A股资源产业指数(LOF)A,2021-11-12,1.7370,1.2390,-0.06,2.12,-4.82,-0.63,16.81,47.96,81.05,89.79,36.99,30.47,42.0278,0.12%
52,53,160518,博时睿远,2021-11-15,2.5650,2.5650,-0.93,0.75,4.95,1.70,16.43,30.40,127.19,185.95,18.75,156.50,30.7576,0.15%
53,54,165524,信诚中证智能家居指数(LOF)A,2021-11-12,1.0023,0.6557,1.45,3.69,9.70,-1.74,16.41,3.10,34.22,70.21,8.01,-33.29,3.6276,0.10%
54,55,169201,浙商鼎盈事件驱动混合,2021-11-12,2.1022,2.1022,0.83,1.50,8.34,0.48,16.30,32.87,91.93,113.36,18.66,110.22,32.6393,0.15%
55,56,168101,九泰锐智事件驱动混合(LOF),2021-11-15,2.1870,2.68,-0.68,-0.86,1.11,3.26,16.27,26.48,120.08,169.20,13.73,202.09,28.3605,0.15%
56,57,161834,银华鑫锐灵活配置混合(LOF),2021-11-15,1.9440,1.9440,-0.26,1.57,2.97,6.17,16.06,31.09,141.49,143.91,25.58,94.40,29.5017,0.15%
57,58,165511,中信保诚中证500指数(LOF)A,2021-11-12,1.8161,2.1149,0.56,2.22,2.99,1.91,15.97,24.65,76.26,100.13,21.89,133.69,23.2926,0.12%
58,59,160626,鹏华信息A,2021-11-12,1.1150,2.0260,0.36,2.20,9.42,-0.62,15.78,2.48,50.35,105.19,4.60,144.73,3.4323,0.12%
59,60,502053,长盛中证全指证券指数(LOF),2021-11-12,1.0772,1.0772,-0.35,3.91,1.20,5.67,15.75,1.93,37.98,65.06,-2.07,21.60,2.2150,0.12%
60,61,501022,银华鑫盛灵活配置混合(LOF),2021-11-15,2.4440,2.4440,-0.24,1.45,2.82,5.76,15.23,28.90,137.74,203.98,23.19,144.40,27.2066,1.50%
61,62,161724,招商中证煤炭等权指数(LOF)A,2021-11-15,1.3952,1.0106,-0.70,-4.54,-18.43,-7.55,14.53,52.88,81.45,67.53,28.28,5.52,48.0394,0.10%
62,63,165523,信诚中证信息安全指数(LOF)A,2021-11-12,0.9208,0.6158,1.06,2.63,5.95,-1.62,14.53,-2.36,17.91,46.45,-0.78,-39.49,-2.6660,0.10%
63,64,160638,鹏华中证一带一路主题指数(LOF),2021-11-12,1.7270,0.7770,0.35,0.94,-2.81,1.83,14.07,29.75,67.48,82.01,24.16,-19.49,28.4015,0.12%
64,65,168102,九泰锐富事件驱动混合发起式(LOF)A,2021-11-15,1.6350,1.9690,-0.24,5.21,0.68,3.74,13.78,37.58,98.56,136.82,25.25,108.96,34.7622,0.15%
65,66,163111,申万菱信中小企业100指数(LOF)A,2021-11-12,1.6482,2.4471,0.41,1.08,6.27,2.37,13.58,13.61,69.08,101.47,9.21,123.66,14.0544,0.12%
66,67,164814,工银双债增强债券,2021-11-15,1.0840,1.7680,-0.09,0.84,1.07,3.42,13.36,9.89,26.11,47.92,10.99,100.50,9.1979,0.08%
67,68,160211,国泰中小盘成长混合(LOF),2021-11-15,4.4390,5.9030,-2.33,2.12,3.86,-3.83,13.27,25.22,80.74,149.66,7.20,422.88,28.0282,0.15%
68,69,161631,融通人工智能指数(LOF)A,2021-11-12,1.5618,1.5618,0.28,1.77,8.17,-2.84,13.26,2.26,45.81,98.53,7.02,56.18,2.6217,0.12%
69,70,160616,鹏华中证500指数(LOF)A,2021-11-12,1.8970,1.8970,0.53,2.26,2.82,1.23,13.19,19.31,71.83,92.98,17.53,89.70,18.0460,0.12%
70,71,161032,富国中证煤炭指数(LOF)A,2021-11-15,1.42,0.9890,-1.05,-5.02,-18.58,-8.97,12.79,46.74,69.96,67.93,33.71,-1.06,42.9850,0.00%
71,72,160633,鹏华券商A,2021-11-12,1.1480,0.6610,-0.35,3.89,0.97,5.32,12.77,-2.55,30.22,60.56,-5.67,-30.26,-2.1312,0.12%
72,73,163409,兴全绿色投资混合(LOF),2021-11-15,2.3530,4.0330,0.73,2.84,1.95,1.55,12.75,31.09,110.18,179.66,22.81,431.13,28.6344,0.15%
73,74,160215,国泰价值经典混合(LOF),2021-11-15,2.4390,3.0490,-0.89,1.46,0.25,3.39,12.71,20.80,64.02,97.01,18.80,265.70,21.2913,0.15%
74,75,501001,财通多策略精选混合(LOF),2021-11-15,2.4440,2.4440,-3.02,-1.57,3.30,-1.73,12.47,25.78,127.14,145.88,15.99,144.40,27.7890,0.15%
75,76,161025,富国中证移动互联网指数(LOF),2021-11-15,1.0340,1.6990,-0.10,1.77,5.19,1.67,12.39,8.61,64.63,116.53,6.82,58.73,9.1735,0.12%
76,77,501036,汇添富中证500A,2021-11-15,1.2744,1.2744,-0.76,1.01,1.06,0.66,12.19,18.03,61.48,73.67,16.69,27.44,17.4625,0.08%
77,78,163113,申万菱信中证申万证券行业指数,2021-11-12,0.97,2.0089,-0.40,3.83,0.94,5.09,12.15,-6.53,15.15,35.60,-7.72,47.22,-6.2892,0.12%
78,79,501037,汇添富中证500C,2021-11-15,1.2622,1.2622,-0.75,1,1.04,0.59,12.06,17.73,60.67,72.41,16.44,26.22,17.1734,0.00%
79,80,160105,南方积极配置混合(LOF),2021-11-15,1.3101,3.5867,-1.50,1.57,2.93,-2.30,11.74,16.88,50.39,79.09,8.10,677.73,17.0606,0.15%
80,81,160636,鹏华中证移动互联网指数(LOF),2021-11-12,1.0210,1.0450,-0.10,1.79,8.04,-1.16,11.71,4.83,64.25,117.12,2.61,9.99,5.5843,0.12%
81,82,165522,信诚中证TMT产业主题指数(LOF)A,2021-11-12,0.9393,1.6159,0.44,2.47,8.70,-0.71,11.69,1.70,35.96,72.25,2.99,36.43,1.9206,0.10%
82,83,168204,中融中证煤炭指数(LOF),2021-11-15,1.3270,1.3270,-1.04,-3.39,-18.63,-5.36,11.66,51.92,70.21,60.39,37.68,1.47,47.7033,0.00%
83,84,163412,兴全轻资产混合(LOF),2021-11-15,3.8880,6.4520,-0.26,3.74,7.02,-1.44,11.63,17.21,68.77,109.81,10.99,749.35,17.2683,0.15%
84,85,161908,万家添利债券(LOF),2021-11-12,1.2602,1.9506,0.08,0.92,1.46,4.86,11.59,11.70,23.13,38.47,13.32,116.30,11.9879,0.00%
85,86,165509,信诚增强收益债券(LOF),2021-11-12,1.2930,2.0610,0.47,2.78,5.57,2.43,11.51,18.19,40.94,47.02,12.44,151.64,18.2901,0.08%
86,87,161022,富国创业板指数(LOF)A,2021-11-15,1.4040,1.8970,-0.78,0.65,3.54,1.45,11.16,24.14,96.50,134.44,13.78,116.93,24.8897,0.12%
87,88,160212,国泰估值优势混合(LOF),2021-11-15,4.0060,4.0060,-2.41,1.88,3.51,-4.14,10.88,15.18,62.52,124.43,0.10,300.60,17.2187,0.15%
88,89,501030,汇添富中证环境治理指数A,2021-11-15,0.6307,0.6307,1.28,3.53,5.31,8.07,10.84,6.52,18,10.75,14.63,-36.93,4.6379,0.12%
89,90,161118,易方达中小企业100(LOF)A,2021-11-15,1.6247,1.6247,-0.73,0.17,3.07,2.27,10.84,10.60,63.83,90.58,5.91,111.08,11.3409,0.12%
90,91,163110,申万菱信量化小盘股票(LOF)A,2021-11-12,2.4237,3.5073,0.38,2.32,0.92,-1.19,10.72,14.21,58.58,89.56,13.05,310.77,14.8945,0.15%
91,92,161626,融通通福债券(LOF)A,2021-11-12,1.3206,2.1029,0.38,1.14,3.74,4.78,10.64,9.16,18.02,25.89,9.17,107.53,9.3031,0.08%
92,93,501031,汇添富中证环境治理指数C,2021-11-15,0.6255,0.6255,1.28,3.53,5.29,7.96,10.61,6.09,17.07,9.76,14.23,-37.45,4.2363,0.00%
93,94,165525,信诚中证基建工程指数(LOF)A,2021-11-12,0.7608,0.7688,-0.41,1.81,-1.08,3.79,10.58,6.70,8.53,-3.94,13.38,-23.28,5.9610,0.10%
94,95,162107,金鹰量化精选股票(LOF),2021-11-12,1.0683,1.0683,0.13,0.59,3.73,-0.98,10.48,17.33,42.10,72.20,7.10,72.34,16.3979,0.15%
95,96,161038,富国新兴成长量化精选混合,2021-11-15,1.5284,1.5284,-0.44,0.87,-0.95,-3.11,10.43,20.20,69.69,87.60,17.68,52.82,19.5545,0.15%
96,97,160137,南方中证互联网指数(LOF),2021-11-15,1.0559,1.0559,0.46,3.07,5.74,3.64,10.39,3.96,37.34,67.80,4.73,14.66,3.5666,0.12%
97,98,162510,国联安中小综指(LOF),2021-11-12,1.1590,1.9470,0.70,2.84,6.04,1.13,10.17,5.08,37.32,54.12,5.17,109.82,4.6029,0.12%
98,99,161123,易方达中证万得并购重组(LOF),2021-11-15,1.3010,0.5243,-0.35,0.74,-3.09,0.61,10.16,9.46,47.22,59.70,8.61,-46.56,8.6099,0.10%
99,100,162105,金鹰持久增利债券(LOF)C,2021-11-12,1.4306,1.9363,0.20,0.87,1.65,1.45,10.11,14.63,42.60,59.21,9.93,125.79,12.9783,0.00%
100,101,162711,广发中证500ETF联接A,2021-11-15,1.5898,1.5898,-0.76,1.01,1.13,0.30,9.94,14.53,48.41,56.80,13.28,58.98,14.0214,0.12%
101,102,501069,华宝标普中国A股质量价值,2021-11-15,1.5467,1.5467,0.76,3.55,4.77,3.85,9.94,7.63,53.61,,7.22,54.65,5.7964,0.10%
102,103,160119,南方中证500ETF联接A,2021-11-15,1.8710,1.9710,-0.77,0.96,1.02,0.22,9.71,14.14,50.16,59.33,12.59,104.35,13.6315,0.12%
103,104,166009,中欧新动力混合(LOF)A,2021-11-15,3.6940,4.7360,0.32,1.99,2.30,2.63,9.44,9.91,86.68,159.36,7.31,514.82,8.7539,0.15%
104,105,161017,富国中证500指数增强(LOF)A,2021-11-15,2.51,2.8790,-0.59,0.80,-0.67,-2.68,9.42,19.07,59.26,75.68,13.99,211.13,18.6003,0.15%
105,106,161225,国投瑞银瑞盈混合(LOF),2021-11-15,2.6830,2.7040,0.79,3.43,7.75,6.30,9.33,17.57,103.72,158.73,17.16,173.74,15.2381,0.15%
106,107,160910,大成创新成长混合(LOF),2021-11-12,1.2690,3.0460,0.16,2.42,6.82,2.42,8.93,10.70,55.92,97.29,9.13,104.05,10.1476,0.15%
107,108,164908,交银中证环境治理(LOF)A,2021-11-15,0.5521,,1.28,3.56,5.36,7.83,8.90,4.37,12.67,1.86,12.44,-44.79,2.2702,0.12%
108,109,160323,华夏磐泰混合(LOF)A,2021-11-15,1.32,1.32,0.04,1.06,1.60,1.07,8.80,10.77,30.46,36.59,10.87,32,10.1603,0.10%
109,110,160220,国泰民益混合(LOF)A,2021-11-15,1.8240,1.8240,-0.20,0.53,1.17,1.96,8.53,13.08,33.80,59.83,10.78,82.40,13.1983,0.15%
110,111,166011,中欧盛世成长混合(LOF)A,2021-11-12,2.9301,4.1591,4.31,7.13,27.76,5.15,8.39,9.84,105.58,162.46,1.63,625.64,8.9176,0.15%
111,112,165531,信诚多策略灵活配置混合,2021-11-12,1.2115,1.3172,0,0.85,0.41,1.59,8.37,12.89,32.99,48.50,7.43,33.29,13.1175,0.15%
112,113,164606,华泰柏瑞信用增利债(LOF)A,2021-11-15,1.2790,1.4725,-0.16,1.72,3.33,4.08,8.16,10.04,11.76,15.49,9.12,52.95,9.9571,0.08%
113,114,161222,国投瑞银瑞利混合(LOF),2021-11-15,2.3820,2.4140,0.04,1.45,-0.67,4.38,8.03,25.30,84.94,122.83,23.04,145.76,23.5599,0.15%
114,115,162216,泰达中证500指数增强(LOF),2021-11-15,1.5571,2.7354,-0.87,0.41,-2.88,-5.64,8,17.14,69.12,94.14,14.76,268.53,16.6506,0.12%
115,116,501017,国泰融丰外延增长混合(LOF),2021-11-15,1.1581,1.1749,-0.21,0.49,1.13,1.54,7.99,12.83,34.79,46.39,10.36,17.76,12.9550,0.15%
116,117,161722,招商丰泰混合(LOF),2021-11-15,1.4280,1.4280,-0.56,-0.70,0.42,0.92,7.85,10.02,33.58,37.57,7.13,42.80,10.5466,0.15%
117,118,160806,长盛同庆中证800(LOF),2021-11-12,1.7960,1.9770,0,1.24,1.07,0.45,7.80,12.91,56.04,99.21,6.21,119.40,12.7751,0.12%
118,119,161907,万家中证红利指数(LOF),2021-11-12,2.1901,2.1901,-0.45,1.99,-3.54,-1.43,7.62,12.96,35.28,51.43,17.57,119.01,11.4725,0.15%
119,120,164208,天弘丰利债券(LOF),2021-11-12,1.2471,1.9655,0.23,0.98,2.14,2.68,7.38,9.16,16.77,23.32,10.48,121.09,9.4139,0.06%
120,121,501029,华宝标普中国A股红利机会指数A,2021-11-15,1.2778,1.3078,0.19,2.58,0.36,6.43,7.22,14.34,39.70,43.88,16.47,31.34,11.9262,0.10%
121,122,160516,博时中证全指证券公司指数(LOF),2021-11-15,1.3553,0.9381,-0.57,2.33,0.26,4.66,7.05,2.27,23.04,42.44,-2.52,-6.19,2.1354,0.10%
122,123,501060,中金优选300指数(LOF)A,2021-11-15,1.7845,1.7845,0.11,1.34,-1.24,-0.23,6.76,11.21,47.37,81.52,8.53,78.45,10.2214,0.10%
123,124,161030,富国中证体育产业指数(LOF)A,2021-11-15,1.0470,0.6940,2.55,4.80,13.68,18.71,6.73,-0.63,28.28,60.87,7.38,-29.38,-3.5487,0.12%
124,125,501061,中金优选300指数(LOF)C,2021-11-15,1.7671,1.7671,0.11,1.34,-1.26,-0.30,6.63,10.94,46.62,79.84,8.29,76.71,9.9539,0.00%
125,126,161628,融通中证云计算与大数据主题指数(LOF),2021-11-12,1.1156,0.8121,0.71,1.02,2.54,-6.53,6.55,-2.57,42.07,56.90,-10.05,-17.29,-5.0553,0.12%
126,127,167506,安信深圳科技指数(LOF)A,2021-11-15,1.4173,1.4173,-0.58,3.73,3.83,-6.13,6.41,-2.29,,,-1.53,41.73,-1.1647,0.12%
127,128,161216,国投瑞银双债债券(LOF)A,2021-11-15,1.2630,1.8650,-0.08,0.32,1.45,1.61,6.40,8.88,14.62,22.69,7.76,120.19,8.7780,0.08%
128,129,163109,申万菱信深证成份指数(LOF),2021-11-12,0.7723,0.9906,0.05,1.63,3.83,-0.72,6.17,7.61,50.37,84.34,2.81,7.74,7.1895,0.12%
129,130,164105,华富强化回报债券(LOF),2021-11-15,1.6830,2.1340,0,1.02,2.37,1.51,6.12,9.93,20.91,31.69,7.95,136.56,9.5703,0.08%
130,131,160918,大成中小盘混合(LOF)A,2021-11-12,3.9112,7.0760,1.20,2.34,2.69,-5.11,6.12,12.68,99.69,143.38,0.44,424.78,10.8931,0.15%
131,132,502010,易方达中证全指证券公司指数(LOF)A,2021-11-15,1.2932,0.8674,-0.58,2.27,0.19,4.93,5.74,-0.44,36.81,55.25,-4.96,-11.56,-0.5961,0.10%
132,133,168701,合煦智远金融科技指数(LOF)A,2021-11-15,1.0797,1.0797,0.26,3.99,3.86,4.01,5.73,-0.06,,,-0.27,7.97,-1.3466,0.15%
133,134,160613,鹏华盛世创新混合(LOF),2021-11-12,1.1930,3.2560,0.68,2.93,6.04,4.33,5.64,4.94,47.03,105.52,3.85,410.23,4.9361,0.15%
134,135,161614,融通四季添利债券(LOF)A,2021-11-12,1.0770,1.5350,0.09,0.19,2.87,4.87,5.59,4.06,6.22,12.39,5.07,65.89,5.1758,0.08%
135,136,163005,长信利众债券(LOF)C,2021-11-15,0.8901,1.2291,0.07,0.15,1.29,1.71,5.50,8.93,14.78,20.51,8.36,79.58,8.8606,0.00%
136,137,161505,银河通利债券(LOF)A,2021-11-12,1.3520,1.7420,0.37,1.27,3.60,1.35,5.38,5.54,14.58,21.47,4.64,104.46,5.7903,0.08%
137,138,501051,圆信永丰汇利混合(LOF),2021-11-15,2.1172,2.1172,-0.26,3.55,5.44,-4.49,5.30,25.34,90.70,157.60,19.02,111.72,23.1336,0.15%
138,139,160513,博时稳健回报债券(LOF)A,2021-11-12,1.8690,1.9440,0.05,0.38,1.03,1.03,5.24,8.85,24.27,33.02,8.22,97.55,8.9161,0.08%
139,140,166105,信达澳银鑫安债券,2021-11-15,1.2020,1.3510,-0.17,0.08,0.42,0.92,5.16,8,23.28,26,6,38.14,7.9821,0.08%
140,141,163302,大摩资源优选混合(LOF),2021-11-15,1.8223,5.1335,-1.02,2.99,5.12,2.85,4.92,22.79,115.22,124.96,14.34,1516.74,21.7130,0.15%
141,142,501027,国泰融信(LOF),2021-11-15,1.1937,1.2458,-0.09,0.18,0.79,0.40,4.90,9.45,17.61,18.71,7.14,25.58,9.2138,0.15%
142,143,501016,国泰中证申万证券行业指数,2021-11-15,1.1950,1.1950,-0.56,2.27,0.24,4.58,4.88,-3.82,24.41,48.06,-6.20,19.50,-3.9869,0.12%
143,144,161720,招商中证全指证券公司指数(LOF)A,2021-11-15,1.1946,0.7556,-0.59,2.22,0.18,4.66,4.88,-2.24,26.13,41.30,-6.47,-29.53,-2.3654,0.10%
144,145,160621,鹏华丰和债券(LOF)A,2021-11-12,1.4760,1.8180,-0.40,0.89,1.10,3.07,4.83,4.90,21.98,37.43,6.65,98.24,6.4935,0.08%
145,146,161027,富国中证全指证券公司指数(LOF)A,2021-11-15,1.0670,0.6410,-0.56,2.20,0.09,4.40,4.81,-1.73,27.13,47.89,-6.07,-32.50,-1.8791,0.12%
146,147,160625,鹏华证券保险指数(LOF),2021-11-12,0.8240,1.8870,-0.36,3.26,0,3.91,4.70,-8.75,8.94,31.22,-11.68,81.83,-8.6475,0.12%
147,148,161233,国投瑞银瑞泰多策略混合A,2021-11-15,1.4784,1.4784,0.20,0.91,2.67,2.87,4.63,6.76,38.58,60.87,5.32,47.84,6.1057,0.15%
148,149,161010,富国天丰强化债券(LOF),2021-11-15,1.1793,1.9638,0.06,0.42,0.65,0.93,4.57,12.48,23.45,33.39,10.97,141.15,12.4505,0.08%
149,150,162907,泰信中证锐联基本面400指数(LOF),2021-11-15,1.2575,1.8470,-0.39,1.14,-0.32,0.42,4.54,9.92,39.99,43.98,8.78,91.42,8.3605,0.12%
150,151,160622,鹏华丰利债券(LOF),2021-11-12,1.0130,1.4450,0,0.37,0.84,1.03,4.50,7.34,13.41,20.98,6.92,50.96,7.2395,0.08%
151,152,165517,信诚双盈债券(LOF),2021-11-12,0.9140,1.3140,0.22,0.44,1.67,0.44,4.22,5.79,10.39,15.26,5.30,140.01,5.9096,0.08%
152,153,161224,国投瑞银新丝路混合(LOF),2021-11-15,1.6150,2.0420,1.32,2.28,1.25,2.22,4.13,8.32,91.70,118.24,4.53,120.89,6.2445,0.15%
153,154,165317,建信丰裕多策略混合(LOF),2021-11-12,2.2932,2.2932,1.04,2.75,6.47,1.07,4.06,8.83,89.93,164.53,-0.59,129.32,8.5076,0.15%
