11060,西部利得策略优选混合C,0.4462006483985869,228
671010,西部利得策略优选混合A,0.22894438929056252,249
803,工银研究精选股票,1.0898238572148606,249
7674,工银产业升级股票A,0.9212189016227887,249
423,前海开源事件驱动混合A,0.3460215612132639,249
7675,工银产业升级股票C,0.891666306209416,249
1865,前海开源事件驱动混合C,0.34160910045646864,249
3232,创金合信金融地产A,0.014066035628383135,249
3233,创金合信金融地产C,-0.014493173396110656,249
13659,中融金融鑫选3个月持有混合A,1.9596662524243307,25
13660,中融金融鑫选3个月持有混合C,1.8995054954286055,25
1719,工银国家战略股票,1.2172174440465398,249
4836,中融鑫价值混合A,0.2741063827711148,249
4837,中融鑫价值混合C,0.24530685408742092,249
4496,前海开源多元策略混合A,1.0500337210012987,249
4497,前海开源多元策略混合C,1.046078680537211,249
501047,汇添富中证全指证券公司指数A,-0.1447868163544841,249
12405,天弘国证建筑材料指数发起式A,8.432762940913959,11
501048,汇添富中证全指证券公司指数C,-0.1550510729253905,249
12419,天弘国证建筑材料指数发起式C,8.382643089785397,11
8591,天弘中证全指证券公司ETF联接C,0.00491880886922968,249
160633,鹏华券商A,-0.15211042010799258,249
161027,富国中证全指证券公司指数(LOF)A,-0.18081065829714002,249
20018,国泰金鹿混合,0.09573516473133593,249
160516,博时中证全指证券公司指数(LOF),0.1277113871901812,249
8590,天弘中证全指证券公司ETF联接A,0.01269540716571877,249
6098,华宝券商ETF联接A,-0.08629592582148211,249
7531,华宝券商ETF联接C,-0.10302302706647298,249
161720,招商中证全指证券公司指数(LOF)A,-0.2234495762122484,249
4069,南方中证全指证券公司ETF联接A,-0.0767328340391892,249
4070,南方中证全指证券公司ETF联接C,-0.09326816539050325,249
502010,易方达中证全指证券公司指数(LOF)A,-0.19225491020071056,223
12874,易方达中证全指证券公司指数(LOF)C,0.8318131351295424,93
6775,前海开源优质成长混合,-0.2741744202335778,249
13597,招商中证全指证券公司指数(LOF)C,-1.982218743498763,53
160419,华安中证全指证券公司指数,0.021296241808183645,249
502053,长盛中证全指证券指数(LOF),-0.05064624074535155,223
12044,鹏华券商C,0.792653540907981,157
12362,国泰中证全指证券公司ETF联接A,0.4312412101312207,134
12363,国泰中证全指证券公司ETF联接C,0.4180712633600556,134
688888,浙商聚潮产业成长混合A,0.8223506820230442,249
13531,浙商聚潮产业成长混合C,-2.1311291328451567,54
7992,华夏中证全指证券公司ETF联接A,0.031421928596809555,249
7993,华夏中证全指证券公司ETF联接C,0.018640991013061887,249
501016,国泰中证申万证券行业指数,-0.13874415765306997,249
163113,申万菱信中证申万证券行业指数,-0.4463928778693015,249
7423,西部利得聚禾混合A,0.17345321575377542,249
7424,西部利得聚禾混合C,0.16796410024314318,249
13276,富国中证全指证券公司指数(LOF)C,0.8906255581787301,72
10696,工银金融地产混合C,-0.030024610604843474,249
12605,东财证券保险A,0.5063150883675066,82
12645,建信中证全指证券公司ETF联接A,-1.758387184246855,14
251,工银金融地产混合A,-0.08708204138270245,249
6216,前海开源价值成长混合A,-0.3894507216233073,249
6217,前海开源价值成长混合C,-0.39685713887817126,249
12606,东财证券保险C,0.4856031126148206,82
257030,国联安优势混合,-0.4758809049329065,249
12646,建信中证全指证券公司ETF联接C,-1.8317309737757177,14
11994,国联安核心优势混合,-0.7433307117261555,29
8188,前海开源稳健增长三年混合,-0.5182604090820138,249
5711,永赢惠添利灵活配置混合,-0.4466601782888967,249
1552,天弘中证证券保险A,-0.5313913365942905,249
1553,天弘中证证券保险C,-0.540447244677431,249
11287,前海开源聚慧三年持有混合,-0.6284485427050613,137
950,易方达沪深300非银联接A,-0.7869399625431954,249
7882,易方达沪深300非银联接C,-0.7914265374601894,249
1178,前海开源再融资股票,-0.37818440258257097,249
160625,鹏华证券保险指数(LOF),-0.9835101147562423,249
5445,华宝价值发现混合,0.3044032589349672,249
240005,华宝多策略增长开放,-0.6001970742619814,249
6863,国联安智能制造混合,-0.17337284937315625,249
7944,永赢乾元三年定开,-0.5469758318347636,249
2407,前海开源恒远灵活配置混合,-0.26371826112271873,249
5541,前海开源盛鑫混合A,0.6382498223011902,249
5542,前海开源盛鑫混合C,0.6335829686332063,249
4871,中银金融地产混合A,-0.14391312397070752,249
10312,中银金融地产混合C,-0.1608584919800294,249
161721,招商沪深300地产等权重指数A,-1.2094199891968183,249
13273,招商沪深300地产等权重指数C,0.06672365287578963,75
12244,广发金融地产精选股票A,-0.5668533731781132,74
12245,广发金融地产精选股票C,-0.5987543880547315,74
1393,国富金融地产混合C,-0.32011583296313073,249
1392,国富金融地产混合A,-0.29371069411581685,249
530003,建信优选成长混合A,0.5685057141155052,249
13500,南方金融主题灵活配置混合C,-0.02565015903178205,57
255010,国联安稳健混合,-0.1280342965966563,249
161211,国投沪深300金融地产联接,-0.35755714196073124,249
450002,国富弹性市值混合,-0.20356943151664367,249
160628,鹏华中证800地产指数(LOF),-1.0617089667785367,249
8828,建信易盛郑商所能源化工期货ETF联接C,-0.17319410493674542,249
20021,国泰上证180金融ETF联接,-0.7788867962520017,249
